"TEMA","COMPONENTE","PROGRAMA","META DE PRODUCTO","COMUNAS","CORREGIMIENTOS","OBSERVACIÓN","UBICACIÓN SECTOR","AÑO"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","14. comuna rio otun","13. no aplica","mantenimiento de vía en asfalto","getsemaní calle 42 entre 5b y 6, y carrera 5bis ente 41 y 42","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","15. comuna san joaquin","13. no aplica","construccion de resalto en asfalto","construcción de resaltos calle 86, sector guadalcanal","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","15. comuna san joaquin","13. no aplica","construccion de resalto en asfalto","resaltos en calle 86 birmania frente a liceo campestre, calle 86 calle 39 junto a la cancha del cardal y cero huecos","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","15. comuna san joaquin","13. no aplica","mantenimiento en material asfaltico","cero huecos san joaquìn y entrada morelia por la iglesia","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","15. comuna san joaquin","13. no aplica","construcción resaltos con material asfaltico","resaltos villa de leiva y altavista","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","16. comuna san nicolas","13. no aplica","mantenimiento de vía en asfalto","pavimento tramos avenida de las américas - la dulcera","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimiento de vías en asfalto y/o en fresado. 420,36 ml","calle 11 entre carreras 13 (av. circunvalar) y 14. san josé sur y reparcheos varios (carrera 13 - calle 6, carrera 14 - calle 14, calle 14- carrera 27, carrera 17 - calle 16bis) carrera 16 ente calles 8 y 10, los alpes","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","elaboracion/instalacion bordillos y tapas aguas","via av.pinares","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimiento de via en asfalto y /o fresado","carrera 17 entre calles 11 y 13, y tramo calle 11 quality","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","corte de pavimento","pinares quality","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimiento de via en asfalto y /o fresado","calle 5 con av. circuncalar, la terraza","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimiento de via en asfalto y /o fresado","carpeta asfática obra pinares carrera 17 entre av. j. b. gutierrez y calle 13 - calle 8 entre carreras 16 bis y 17","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimiento de via en asfalto y /o fresado","bacheo y nivelación obra pinares, carrera 17 entre av. j. b. gutierrez y calle 13 - calle 8 entre carreras 16 bis y 17","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimiento de via en asfalto y /o fresado","repavimentación circuito álamos calle 11, carrera 23 calle 12","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimiento de via en asfalto y /o fresado","reparación vía carrera 33 conjunto bosques de canaan","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","17. comuna universidad","13. no aplica","mantenimietno de via en asfalto","cero huecos intersección avenida juan b gutierrez y avenida circunvalar","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","18. comuna villa santana","13. no aplica","construcción resalto con material asfaltico","resaltos sector las brisas","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","18. comuna villa santana","13. no aplica","mantenimiento de vía en material asfaltico","reparación vía monserrate, villa santana carrera 15 bis entre calles 15e y 17e","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","18. comuna villa santana","13. no aplica","mantenimiento de vía en material asfaltico","villa santana calle 18 este carrera 18b","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","18. comuna villa santana","13. no aplica","mantenimiento de vía en material asfaltico","reparación vía monserrate, villa santanacarrera 15 bis entre calles 15e y 17e","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","19. comuna villavicencio","13. no aplica","mantenimiento de vía en asfalto","puente carrera 9 sobre avenida ferrocarril, la paz.","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","19. comuna villavicencio","13. no aplica","mantenimiento de vía en asfalto","calle 4 entre carreras 9 y 10","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","20. no aplica","1. corregimiento altagracia","señalizacion - perdida de banca","via altagracia","2,024"
"Mantenimiento en metros cuadrados de vias urbanas","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP183: Realizar mantenimiento, adecuación y/o rehabilitación a 400.000 metros cuadrados de vías urbanas en el Municipio.","20. no aplica","1. corregimiento altagracia","obra - reconstruccion cerramiento","via altagracia - arabia","2,024"
"Mantenimiento km de vías rurales","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP184: Realizar mantenimiento, adecuación y/o rehabilitación a 2.000 kilómetros de vías rurales en el Municipio.","18. comuna villa santana","13. no aplica","realizó perfilado
de la banca, adecuación de cunetas,
aplicación de afirmado y/o sub base y
compactación","vía canceles villa santana la aurora","2,024"
"Mantenimiento km de vías rurales","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP184: Realizar mantenimiento, adecuación y/o rehabilitación a 2.000 kilómetros de vías rurales en el Municipio.","18. comuna villa santana","13. no aplica","realizó perfilado
de la banca, adecuación de cunetas,
aplicación de afirmado y/o sub base y
compactación","vías urbanas en el barrio tokio de la comuna villa santana","2,024"
"Mantenimiento km de vías rurales","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP184: Realizar mantenimiento, adecuación y/o rehabilitación a 2.000 kilómetros de vías rurales en el Municipio.","20. no aplica","1. corregimiento altagracia","realizó perfilado
de la banca, adecuación de cunetas,
aplicación de afirmado y/o sub base y
compactación","vía altagracia - tinajas - guayabal","2,024"
"Mantenimiento km de vías rurales","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP184: Realizar mantenimiento, adecuación y/o rehabilitación a 2.000 kilómetros de vías rurales en el Municipio.","20. no aplica","1. corregimiento altagracia","realizó perfilado
de la banca, adecuación de cunetas,
aplicación de afirmado y/o sub base y
compactación","vía altagracia -alegrias","2,024"
"Mantenimiento km de vías rurales","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP184: Realizar mantenimiento, adecuación y/o rehabilitación a 2.000 kilómetros de vías rurales en el Municipio.","20. no aplica","1. corregimiento altagracia","realizó perfilado
de la banca, adecuación de cunetas,
aplicación de afirmado y/o sub base y
compactación","vía altagracia tinajas guayabal","2,024"
"Mantenimiento km de vías rurales","Pereira segura, innovadora, competitiva e inteligente","Programa No 23 Infraestructura vial","P23MP184: Realizar mantenimiento, adecuación y/o rehabilitación a 2.000 kilómetros de vías rurales en el Municipio.","20. no aplica","1. corregimiento altagracia","realizó perfilado
de la banca, adecuación de cunetas,
aplicación de afirmado y/o sub base y
compactación","vía cruce el estanquillo guadualito el jazmín","2,024"
